Country Name, Country Code, p1990, p1991, p1992, p1993, p1994, p1995, p1996, p1997, p1998, p1999, p2000, p2001, p2002, p2003, p2004, p2005, p2006, p2007, p2008, p2009, p2010, p2011, p2012, p2013, p2014, g1990, g1991, g1992, g1993, g1994, g1995, g1996, g1997, g1998, g1999, g2000, g2001, g2002, g2003, g2004, g2005, g2006, g2007, g2008, g2009, g2010, g2011, g2012, g2013, g2014, ghg1990, ghg1991,ghg1992,ghg1993,ghg1994,ghg1995,ghg1996,ghg1997,ghg1998,ghg1999,ghg2000,ghg2001,ghg2002,ghg2003,ghg2004,ghg2005,ghg2006,ghg2007,ghg2008,ghg2009,ghg2010,ghg2011,ghg2012,ghg2013,ghg2014 ,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,28789,29159,29553,29975,30426,30880,31348,31830,32311,32769,33184,33552,33879,34175,34452,34713,34970,35217,35471,35727,35994,36293,36615,36934,28789,29159,29553,29975,30426,30880,31348,31830,32311,32769,33184,33552,33879,34175,34452,34713,34970,35217,35471,35727,35994,36293,36615,36934,37223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0.091,0.0914,0.0808,0.0841,0.0768,0.0775,0.0807,0.0743
Sri Lanka,LKA,17325773,17535729,17736821,17924823,18094477,18242912,18367288,18470900,18564599,18663284,18777601,18911730,19062482,19224037,19387153,19544988,19695972,19842044,19983984,20123508,20261737,20398670,20425000,20585000,17325773,17535729,17736821,17924823,18094477,18242912,18367288,18470900,18564599,18663284,18777601,18911730,19062482,19224037,19387153,19544988,19695972,19842044,19983984,20123508,20261737,20398670,20425000,20585000,20778000,2344.7,2505.1,2644.6,2863.7,3059.7,3268.9,3431.8,3693.7,3891.1,4095.2,4411,4406.6,4617,4940.2,5304.4,5764.1,6344.9,6907,7407.3,7674.4,8328.9,9155.7,10171.4,10618.2,11250.3,22.591,22.3599,23.9591,24.1152,25.1986,25.2713,27.4593,27.7344,27.5944,29.203,30.7257,30.658,31.6324,32.8872,33.2132,35.1826,33.7685,34.8498,35.1752,34.4111,35.6489,38.6087,39.9605,37.8414,40.7536
Lesotho,LSO,1703747,1742539,1782285,1822236,1861324,1898598,1934291,1968044,1997516,2019731,2032804,2035740,2029829,2018348,2005940,1996114,1989939,1986922,1987129,1990131,1995581,2003787,2014990,2028519,1703747,1742539,1782285,1822236,1861324,1898598,1934291,1968044,1997516,2019731,2032804,2035740,2029829,2018348,2005940,1996114,1989939,1986922,1987129,1990131,1995581,2003787,2014990,2028519,2043437,842.7,911.1,974.5,1009.9,1070.2,1106.5,1167.8,1210.8,1225,1234.8,1302.9,1376.9,1412.9,1513.4,1590.2,1704.9,1836.5,1980,2154.3,2214.1,2369.4,2575.3,2766.6,2848,2970.6,3.1546,3.2199,3.4302,3.4609,3.4794,3.4589,3.4246,3.4116,3.3579,3.8559,3.8122,3.9704,3.6534,3.8698,3.7197,3.9923,3.8509,4.0624,3.9356,4.0407,4.1766,4.1161,4.2088,4.3381,4.3582
Lithuania,LTU,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,0,0,0,0,0,5924,6379.4,7070,7763,7821.6,8457.6,9451.6,10494.4,12067.7,13031.5,14526.1,16484.6,19095.4,20744.1,18145.9,20090.9,22854.3,24658,26660.7,28174.3,45.3193,46.842,31.6343,25.742,23.7385,22.0187,22.8353,22.6763,23.5913,21.0972,19.4434,19.8702,19.6711,20.097,21.1769,21.754,21.8664,21.6486,21.362,19.7323,20.7619,19.7005,19.8788,19.3235,19.0352
Luxembourg,LUX,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,29664.8,32875.6,33784.9,35557.6,37194.5,39635.7,41343.7,42846.1,44396.5,50627.9,55348.9,55894.8,58771.5,60039.3,64051.6,68220.1,77951.4,83981.7,86693.9,82278.2,85613.6,92005,91622.2,95590.5,101297.6,11.8655,12.3967,12.03,12.3938,11.5066,9.4232,9.4932,8.9987,8.3315,8.7158,9.217,9.8475,10.6844,11.0698,12.5296,12.7578,12.631,12.1265,12.0684,11.4742,12.0998,12.0761,11.8102,11.1815,10.8109
Latvia,LVA,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,0,0,0,0,5416.2,5508.3,5796.5,6484.6,7076.7,7405.3,8019.3,9035.2,10070,11026.6,12214.4,13847.6,15752.6,18129.2,19432.3,16871.8,17558.7,19773.4,21252.7,22676.5,23807.9,26.2346,24.3965,21.3227,18.3691,15.439,13.6294,13.6925,13.1143,12.7725,11.815,11.1112,11.625,11.8179,12.0433,12.1577,12.3197,12.8424,13.2655,12.9626,12.2323,13.3371,12.7199,12.5699,12.6443,12.6859
Morocco,MAR,24807462,25260404,25711406,26155203,26584478,26994250,27383473,27754571,28110443,28455509,28793679,29126330,29454768,29782884,30115214,30455561,30804683,31163673,31536811,31929087,32343389,32781850,33241898,33715693,24807462,25260404,25711406,26155203,26584478,26994250,27383473,27754571,28110443,28455509,28793679,29126330,29454768,29782884,30115214,30455561,30804683,31163673,31536811,31929087,32343389,32781850,33241898,33715693,34192347,2545.9,2770.9,2725.6,2722.2,3024.6,2876.3,3244,3204.4,3430.2,3473.5,3574.8,3873.4,4009.2,4276,4547.8,4787.2,5243.9,5509.9,5879.3,6099.7,6324.2,6703.9,6940.4,7278.4,7507.2,38.1101,39.6249,40.9621,40.7212,43.5863,44.3309,45.0467,46.7437,47.617,49.6964,50.7093,54.4673,56.0631,56.0977,60.1112,63.1843,65.2197,66.1333,68.7773,68.928,72.2913,77.3349,79.5861,79.8659,81.6906
Madagascar,MDG,11598633,11942819,12301336,12675460,13066543,13475400,13902688,14347854,14808791,15282521,15766806,16260932,16765117,17279141,17802997,18336724,18880269,19433530,19996473,20569117,21151640,21743967,22346641,22961253,11598633,11942819,12301336,12675460,13066543,13475400,13902688,14347854,14808791,15282521,15766806,16260932,16765117,17279141,17802997,18336724,18880269,19433530,19996473,20569117,21151640,21743967,22346641,22961253,23589887,1072.8,1009.1,1013.9,1028.4,1018.2,1025.3,1033.7,1056.6,1075.9,1106.9,1149.1,1207.1,1038.6,1126.9,1182.2,1238,1301,1378.9,1463.5,1376.1,1357.3,1367.5,1397.2,1414.9,1449.8,23.1114,23.19,23.3989,23.7511,23.7355,23.896,24.1836,24.23,24.9804,24.7626,24.1674,22.8679,20.7179,23.2948,21.7706,24.9916,23.9823,25.2343,24.4591,25.9087,26.1848,26.2522,26.8984,26.4831,26.8163
Maldives,MDV,223158,229751,236265,242605,248588,254139,259183,263842,268455,273527,279398,286306,294186,302683,311265,319608,327487,335169,343452,353398,365734,380495,397237,415593,223158,229751,236265,242605,248588,254139,259183,263842,268455,273527,279398,286306,294186,302683,311265,319608,327487,335169,343452,353398,365734,380495,397237,415593,435015,0,0,0,0,0,5696.4,6134.8,6645.3,7099.6,7505.1,7800.5,7472.5,7924.3,8923.5,9448.8,8243,10452.3,11296,12304,11177.9,11720.5,12486.4,12496.4,13039,13622.9,0.2164,0.1999,0.2786,0.2475,0.2493,0.3024,0.3444,0.3865,0.3589,0.4816,0.5126,0.5253,0.6589,0.5727,0.7356,0.6714,0.8322,0.8577,0.9214,0.9648,1.0186,1.0706,1.1974,1.18,1.423
Mexico,MEX,83943132,85512623,87075138,88625440,90156400,91663285,93147044,94611002,96056321,97484832,98899845,100298153,101684758,103081020,104514932,106005203,107560153,109170502,110815271,112463887,114092963,115695473,117274155,118827161,83943132,85512623,87075138,88625440,90156400,91663285,93147044,94611002,96056321,97484832,98899845,100298153,101684758,103081020,104514932,106005203,107560153,109170502,110815271,112463887,114092963,115695473,117274155,118827161,120355128,6498.9,6883.3,7185.8,8555.6,9014.4,8482.6,9076.1,9712.1,10173.2,10448.8,11089.8,11129.9,11187.5,11482.4,12085.8,12657.6,13808.2,14290.1,14924.8,14558.2,15260.6,16520.3,17162.9,17373.9,18046,426.6553,447.0538,453.3838,468.2535,496.9884,479.7752,502.8258,532.9023,562.566,552.9307,583.6383,592.5952,606.8181,634.4419,651.0921,681.5917,699.7471,713.7667,728.8708,716.4998,725.7373,742.1449,741.115,733.0104,721.6543
Marshall Islands,MHL,47271,48404,49245,49831,50215,50457,50533,50450,50356,50423,50753,51422,52370,53456,54476,55258,55767,56051,56174,56250,56366,56531,56717,56938,47271,48404,49245,49831,50215,50457,50533,50450,50356,50423,50753,51422,52370,53456,54476,55258,55767,56051,56174,56250,56366,56531,56717,56938,57179,1888.1,1907.9,2055,2203.9,2365,2600.4,2371.6,2260.7,2225.3,2200.3,2366.6,2515,2574.2,2573.1,2596,2715.9,2812.4,2978.2,2979.7,2949.3,3169.7,3265.4,3431.8,3578,3602.8,,,0.0776,0.0855,0.0898,0.0904,0.0908,0.0912,0.0953,0.0921,0.1035,0.1078,0.1121,0.1127,0.1169,0.1139,0.122,0.1301,0.1308,0.1353,0.1361,0.1369,0.1378,0.1386,0.1395
Mali,MLI,8449913,8635527,8850334,9087176,9334880,9585653,9837571,10094368,10360561,10642936,10946445,11271600,11616887,11982695,12369070,12775516,13203378,13651464,14113577,14581429,15049353,15514591,15979499,16449864,8449913,8635527,8850334,9087176,9334880,9585653,9837571,10094368,10360561,10642936,10946445,11271600,11616887,11982695,12369070,12775516,13203378,13651464,14113577,14581429,15049353,15514591,15979499,16449864,16934220,826.8,934.6,902.7,928.5,958.1,961.4,1021.2,1061.3,1124.8,1174.1,1166.4,1335.6,1357.3,1462.5,1477.6,1571.6,1639.7,1685.4,1741.2,1777.7,1836.8,1877.9,1842.7,1863.4,1974.2,15.3434,15.2984,15.3349,15.5284,15.7448,16.0464,15.8418,16.0804,17.2075,18.4525,18.9122,20.7594,19.8642,20.3308,24.0247,22.9644,23.85,24.5449,26.6009,25.9543,27.4212,28.4864,28.5285,29.1982,31.5341
Malta,MLT,354170,363845,367618,371308,374797,377419,379905,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,354170,363845,367618,371308,374797,377419,379905,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,9338.5,9985.5,10582.4,11206.1,11979.6,12916.2,13675.1,15130.2,15868.6,16962.2,19425.7,19621.3,20561.7,20937.6,21401.1,22232.5,23224,24893.2,26193.2,26139.5,27809.1,28597.5,29443.8,31082.6,33370.3,2.5468,2.4597,2.4345,3.0825,2.7903,2.6639,2.6163,2.7837,2.6943,2.7459,2.4772,2.8559,2.7049,3.0146,3.0198,3.1637,3.0584,3.2372,3.0901,2.9909,3.1107,3.1202,3.2799,2.9785,2.9684
Mozambique,MOZ,12987292,13328032,13806001,14370946,14948048,15483286,15960442,16397183,16813949,17244188,17711927,18221888,18764155,19331100,19910552,20493925,21080110,21673316,22276596,22894710,23531574,24187487,24862648,25560725,12987292,13328032,13806001,14370946,14948048,15483286,15960442,16397183,16813949,17244188,17711927,18221888,18764155,19331100,19910552,20493925,21080110,21673316,22276596,22894710,23531574,24187487,24862648,25560725,26286163,250.6,264.8,247.8,265,276.3,278.4,348.9,382.9,422.4,450.4,455.9,510.4,547.8,576.8,620,675.3,743.1,797.2,845.1,881.2,925.3,984.5,1046.4,1109.6,1181.2,18.2437,18.1877,18.4788,18.8415,18.766,19.339,19.4115,18.2018,20.1583,19.4094,18.5347,20.1826,19,22.5513,21.5731,22.8717,21.7553,23.5987,25.2589,24.1519,26.5121,24.8367,25.5299,27.4629,28.4267
Mauritania,MRT,2034346,2087912,2142645,2198532,2255516,2313630,2372901,2433563,2496216,2561585,2630219,2702400,2778099,2857148,2939247,3024194,3111906,3202517,3296238,3393409,3494195,3598648,3706554,3817494,2034346,2087912,2142645,2198532,2255516,2313630,2372901,2433563,2496216,2561585,2630219,2702400,2778099,2857148,2939247,3024194,3111906,3202517,3296238,3393409,3494195,3598648,3706554,3817494,3930896,1817.6,1863.6,1892.2,1998.7,1928.9,2108.4,2215.1,2108.3,2136.3,2274.7,2255.1,2288.1,2276,2388.8,2521.7,2753.9,3277.5,3362.5,3366.4,3260.6,3356.4,3483.5,3646.7,3822.3,3993.3,6.2575,6.4588,6.341,6.5038,6.5538,6.5097,6.9234,7.1639,7.4831,7.9131,8.301,8.5319,8.5064,8.6645,9.1041,9.2072,9.2395,9.5758,9.0903,9.9433,10.4822,10.4589,10.9185,11.2128,11.2027
Mauritius,MUS,1058775,1070266,1084441,1097374,1112846,1122457,1133996,1148284,1160421,1175267,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258653,1058775,1070266,1084441,1097374,1112846,1122457,1133996,1148284,1160421,1175267,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258653,1260934,4919.4,5254.3,5649.2,6005.3,6298.4,6648.8,7076.1,7512.9,7974.5,8196,8977.8,9407.3,9643.2,10329.3,10997.5,11473.5,12338.2,13334.3,14274.3,14820.5,15612.3,16561.8,17421.1,18282.2,19290.7,2.1318,2.2292,2.313,2.4677,2.5325,2.5876,2.7419,2.8296,3.0908,3.6043,3.9242,4.0328,4.1212,4.2822,4.3212,4.5286,4.8991,5.0362,5.1464,5.1318,5.4025,5.4305,5.5606,5.6704,5.8427
Malawi,MWI,9404500,9600355,9685973,9710331,9745690,9844415,10022789,10264906,10552338,10854322,11148758,11432000,11713664,12000181,12301838,12625952,12973699,13341806,13727890,14128155,14539612,14962112,15396005,15839269,9404500,9600355,9685973,9710331,9745690,9844415,10022789,10264906,10552338,10854322,11148758,11432000,11713664,12000181,12301838,12625952,12973699,13341806,13727890,14128155,14539612,14962112,15396005,15839269,16289540,484.6,533.6,501.3,561.5,512.9,605.1,649.5,669.6,684.4,695.5,703.1,665.9,671.4,705.6,745.2,773.1,811.6,888.2,947.2,1004.7,1055.5,1097.9,1108,1152.8,1207.3,9.1227,8.7438,8.1976,7.7916,6.8548,6.5175,6.5837,6.564,6.6287,6.5247,6.5368,6.3236,6.5459,6.874,6.8499,6.84,7.1532,7.4968,8.0908,8.0544,8.891,9.077,9.5476,10.0711,10.1969
Malaysia,MYS,18029824,18519937,19002656,19484898,19977500,20487607,21017613,21562793,22114654,22661298,23194257,23709119,24208391,24698819,25190652,25690611,26201961,26720370,27236006,27735040,28208035,28650955,29068159,29468872,18029824,18519937,19002656,19484898,19977500,20487607,21017613,21562793,22114654,22661298,23194257,23709119,24208391,24698819,25190652,25690611,26201961,26720370,27236006,27735040,28208035,28650955,29068159,29468872,29866559,6850.5,7552.8,8197.7,8994,9784.9,10698.9,11682.3,12431.5,11355.6,11931.7,12973.9,13037.7,13670,14437.4,15522.7,16531.6,17632.1,18872.8,19787.7,19283.5,20605.2,21806.8,23105.1,24279.4,25875.5,103.214,112.4171,120.1079,123.8851,131.0039,139.2214,152.7594,161.4962,162.8455,172.4514,183.3901,191.2593,202.3824,212.0332,227.3253,239.3104,246.0292,264.4765,279.2293,261.0252,279.3583,280.6518,285.8392,303.1518,316.9021
Namibia,NAM,1432905,1476388,1516958,1555101,1591822,1627865,1663378,1698032,1731639,1763859,1794571,1823672,1851523,1879117,1907745,1938320,1971317,2006514,2043394,2081044,2118874,2156701,2194784,2233510,1432905,1476388,1516958,1555101,1591822,1627865,1663378,1698032,1731639,1763859,1794571,1823672,1851523,1879117,1907745,1938320,1971317,2006514,2043394,2081044,2118874,2156701,2194784,2233510,2273430,3707.4,4023.7,4293.3,4219.5,4283,4442.7,4568.8,4744.8,4860,5003.2,5203,5293.9,5550.4,5806.7,6594.2,6861.6,7442.6,7911.9,8130.1,8067.7,8500.1,8959.5,9427.1,9955.5,10598.7,7.318,8.6395,8.6,8.6125,8.8336,8.9562,8.9416,8.8175,9.4723,9.394,10.078,9.9183,8.9213,8.9097,9.3336,10.2542,11.2524,10.3659,9.8924,11.7423,11.3144,14.4251,14.9196,11.2817,10.7103
Niger,NER,8026591,8288735,8566770,8860287,9168312,9490288,9826598,10178201,10545716,10929918,11331557,11751365,12189983,12647984,13125916,13624467,14143971,14685399,15250908,15843133,16464025,17114761,17795191,18504255,8026591,8288735,8566770,8860287,9168312,9490288,9826598,10178201,10545716,10929918,11331557,11751365,12189983,12647984,13125916,13624467,14143971,14685399,15250908,15843133,16464025,17114761,17795191,18504255,19240157,579.5,594.7,550.1,552.4,567.1,573.9,583.7,589.1,634.8,617.8,600.7,634,639.4,661,654.7,679.7,713.7,728,783.2,754.3,795.7,799.3,876.3,902.7,951.2,10.7912,11.2206,11.6926,12.2477,12.7475,13.2926,13.942,14.401,15.1684,15.7823,16.1912,16.9436,17.5324,18.2727,18.9129,19.6695,20.3177,21.3183,22.2291,23.3281,24.426,24.0779,25.7067,26.5887,27.9757
Nigeria,NGA,95212450,97667632,100161710,102700753,105293700,107948335,110668794,113457663,116319759,119260063,122283850,125394046,128596076,131900631,135320422,138865016,142538308,146339977,150269623,154324933,158503197,162805071,167228767,171765769,95212450,97667632,100161710,102700753,105293700,107948335,110668794,113457663,116319759,119260063,122283850,125394046,128596076,131900631,135320422,138865016,142538308,146339977,150269623,154324933,158503197,162805071,167228767,171765769,176404902,2180.9,2205.9,2301.8,2251.4,2202.1,2191.4,2268,2316.5,2343.9,2332.7,2442.5,2578.2,2945.3,3139.7,3433.4,3672.2,3909.1,4167.6,4417.4,4682.4,4981.4,5213.8,5392.1,5698.2,6010,200.7855,210.307,222.0021,221.3583,218.8001,220.8763,230.5498,231.915,231.0249,232.7669,237.8466,251.8772,256.4924,263.5777,267.4313,284.6507,278.6974,277.3761,280.8178,262.3005,283.0582,297.0013,301.2454,305.0604,304.0867
Nicaragua,NIC,4173434,4267568,4364512,4462497,4559006,4652185,4741578,4827661,4910647,4991040,5069302,5145366,5219328,5292118,5364935,5438690,5513763,5590055,5667432,5745526,5824065,5903039,5982526,6062454,4173434,4267568,4364512,4462497,4559006,4652185,4741578,4827661,4910647,4991040,5069302,5145366,5219328,5292118,5364935,5438690,5513763,5590055,5667432,5745526,5824065,5903039,5982526,6062454,6142733,1929.1,1946.7,1954.3,1949,2013.5,2133.7,2267,2354.8,2428,2593.9,2718,2817.6,2842.9,2927.8,3123.4,3313.1,3506.7,3732,3881.6,3731,3887.8,4163.2,4458.7,4697.7,4950.1,9.3718,7.6961,8.5669,9.1749,9.5044,8.9686,9.0562,9.7423,10.1819,11.1849,11.6985,11.91,12.3626,13.0448,12.7963,13.0502,13.4632,13.6097,13.445,13.65,13.8744,14.3397,14.3783,14.0621,14.5156
Netherlands,NLD,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,19145.4,20116.5,20768.3,21378.2,22346.1,23409.7,24484.2,26014.3,27708.5,29268.5,31875.2,33194,34447.2,34111.8,35777.2,37625.6,40971.3,43896.7,46420.2,44566.1,45040.3,46599,47272.1,49241.5,49233.2,197.2425,204.673,203.3263,208.0993,208.189,215.5208,223.4976,214.1189,212.5587,206.064,204.6763,208.511,206.6518,207.8853,208.5124,203.0024,197.5318,197.1037,197.4515,191.1157,200.3303,188.4977,186.9606,186.5283,180.174
Norway,NOR,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,18432.5,19550.3,20591.3,21550.3,22991.9,24322.6,26791,28605.3,28186.3,30555.3,36956.4,37786.8,37959.8,38533.1,42486.4,47772.4,54079.8,55896.8,61757.2,55437.5,57965.5,62145,65447.5,67056.1,66015.4,45.3954,42.8588,45.4403,46.2067,47.3244,46.2449,47.2583,48.9514,50.6536,52.5466,47.1452,47.533,46.9322,49.3739,49.5466,48.2403,48.8642,49.0992,47.9148,47.5017,49.3025,48.1402,47.5755,46.5925,46.8855
Nepal,NPL,18905478,19405504,19938320,20489975,21040904,21576071,22090352,22584775,23057883,23509964,23941110,24347106,24725627,25080872,25419344,25744500,26066693,26382581,26666576,26883535,27013212,27041437,26989862,26917906,18905478,19405504,19938320,20489975,21040904,21576071,22090352,22584775,23057883,23509964,23941110,24347106,24725627,25080872,25419344,25744500,26066693,26382581,26666576,26883535,27013212,27041437,26989862,26917906,26906926,771,825.9,856,885.5,953.1,981.8,1028.5,1075,1097,1139.6,1215,1279.5,1281.4,1337.5,1418.7,1494.6,1572,1649.3,1765,1844.1,1946.1,2052.5,2196.1,2333.1,2520.7,20.1544,20.6333,20.6262,21.5616,22.4681,23.6651,24.3667,25.133,25.8539,27.0775,27.6235,27.9874,27.4492,27.9262,28.1166,28.7623,28.6249,28.9069,29.9382,31.6855,32.8554,34.2053,35.7524,36.0275,37.5212
Nauru,NRU,9505,9764,10030,10287,10498,10628,10672,10647,10565,10449,10337,10215,10102,9994,9902,9849,9828,9842,9891,9939,10005,10057,10279,10821,9505,9764,10030,10287,10498,10628,10672,10647,10565,10449,10337,10215,10102,9994,9902,9849,9828,9842,9891,9939,10005,10057,10279,10821,11853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3816.4,5203.8,5670.1,6470.5,7339.3,8056.7,10451.9,13273.5,0.1281,0.1282,0.1247,0.1174,0.1138,0.1102,0.1066,0.1067,0.1031,0.0959,0.0886,0.0851,0.0815,0.0706,0.0707,0.0671,0.0489,0.0491,0.0492,0.0457,0.0494,0.0459,0.046,0.0498,0.0536
New Zealand,NZL,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4509700,14863.6,14566,14917.8,15960.7,17092.4,17907.7,18464,19137.3,19343.1,20579.4,21521.7,22500.5,23306.3,23967.4,25080.5,25677.4,27758.2,29385.9,29860.5,30699.7,31253.1,32734.5,32986.2,36219.4,37260.6,64.5817,63.9965,65.1432,64.4651,66.0431,67.1538,67.3789,69.8338,68.5862,70.3478,71.0234,73.6541,74.5671,77.1925,76.2451,77.602,77.7839,76.5351,76.5593,73.8342,73.6747,73.1159,75.2315,75.0735,75.7434
Oman,OMN,1812161,1893768,1983275,2072104,2148419,2204277,2236654,2249762,2251864,2254904,2267973,2294962,2334858,2386166,2445517,2511251,2580758,2657158,2750963,2876186,3041434,3251108,3498029,3764805,1812161,1893768,1983275,2072104,2148419,2204277,2236654,2249762,2251864,2254904,2267973,2294962,2334858,2386166,2445517,2511251,2580758,2657158,2750963,2876186,3041434,3251108,3498029,3764805,4027260,22739.7,23862.1,25265.2,26251,26861.4,28065.3,29023.4,31122.8,32274.6,32655.6,34986.2,36916.9,36454.4,35363.2,35891.8,36938.6,39020.8,40649.8,43309.6,44291.1,44408.6,41942.1,43436.9,42862.9,41950.8,39.8603,45.4492,45.637,46.2064,47.3418,50.5048,51.9177,54.5287,55.7966,60.1515,63.4262,65.4475,66.3699,66.634,65.681,64.8814,73.9277,78.0249,77.4993,80.6961,84.6052,91.4675,98.5811,101.7895,106.3043
Pakistan,PAK,107647921,110778648,113911126,117086685,120362762,123776839,127349290,131057431,134843233,138624621,142343578,145978402,149549700,153093373,156664697,160304008,164022627,167808105,171648986,175525609,179424641,183340592,187281475,191262919,107647921,110778648,113911126,117086685,120362762,123776839,127349290,131057431,134843233,138624621,142343578,145978402,149549700,153093373,156664697,160304008,164022627,167808105,171648986,175525609,179424641,183340592,187281475,191262919,195306825,1983,2093,2242.2,2272.3,2342.1,2440.6,2532.7,2528.8,2548.9,2607.2,2706.4,2750.4,2815.1,2936.8,3164.2,3433.2,3670.5,3862.1,3914.6,3966.6,3988.7,4094.5,4228.5,4398.4,4594,154.1644,155.0553,164.2753,173.9286,178.6145,189.0722,196.6111,203.1946,207.0369,219.2813,221.0742,224.4705,230.6092,238.7029,255.8537,264.0873,282.9551,299.4668,302.4953,312.4073,307.1756,314.094,317.1444,326.774,333.3829
Panama,PAN,2470947,2523118,2575954,2629580,2684116,2739668,2796291,2853913,2912316,2971196,3030328,3089648,3149188,3209048,3269356,3330217,3391666,3453675,3516204,3579215,3642687,3706483,3770624,3835437,2470947,2523118,2575954,2629580,2684116,2739668,2796291,2853913,2912316,2971196,3030328,3089648,3149188,3209048,3269356,3330217,3391666,3453675,3516204,3579215,3642687,3706483,3770624,3835437,3901315,5097.5,5647,6121.2,6473.3,6661.8,6780.3,7040.6,7470.8,7946.9,8211.5,8454.7,8522.9,8683.4,9044.7,9802.7,10636.9,11691.3,13202.7,14523,14554.8,15311,17099.8,18806.6,20112,21167.2,7.2486,7.7154,8.3601,8.6123,8.8729,9.221,9.356,9.4462,10.6288,9.9165,10.2146,11.5353,10.7646,10.9407,11.1012,12.7568,13.1825,12.9156,13.1395,14.6105,15.4629,16.4064,16.9859,17.2717,17.7577
Peru,PER,22071433,22522378,22966818,23408131,23851408,24299160,24753824,25210954,25658062,26078293,26459944,26799285,27100968,27372226,27624213,27866145,28102056,28333052,28562317,28792655,29027674,29264318,29506788,29773987,22071433,22522378,22966818,23408131,23851408,24299160,24753824,25210954,25658062,26078293,26459944,26799285,27100968,27372226,27624213,27866145,28102056,28333052,28562317,28792655,29027674,29264318,29506788,29773987,30090359,3409.3,3530.7,3522.1,3723.1,4191.3,4511.6,4636,4930.4,4879.8,4943.3,5115.1,5193,5500.9,5778.6,6171.6,6705.1,7365.7,8141,8984.1,9078.6,9869.1,10626.1,11400.3,12169.1,12561.2,42.3869,41.3511,42.3833,43.7364,45.5903,49.755,53.1528,54.2953,54.2624,58.273,58.7799,56.9714,58.746,58.7959,63.3674,64.5022,64.5527,68.4821,73.3878,77.6129,81.2229,84.5137,85.271,86.2102,89.66
